ÈÕÆÚ,ÖÐ¼ä¼Û,³®Âò¼Û,»ãÂò¼Û,³®/»ãÂô¼Û,ÕÇµø¶î,ÕÇµø·ù
2011/4/29,7.9718,7.6907,7.9357,7.9995,?0.0407,?0.5132%
2011/4/28,7.9311,7.6768,7.9213,7.985,-0.0498,-0.62%
2011/4/27,7.9809,7.6539,7.8978,7.9612,?0.0062,?0.0777%
2011/4/26,7.9747,7.7024,7.9478,8.0116,?0.0456,?0.5751%
2011/4/25,7.9291,7.6846,7.9294,7.9931,-0.0386,-0.48%
2011/4/22,7.9677,7.6678,7.9121,7.9756,?0.0377,?0.4754%
2011/4/21,7.93,7.6763,7.9209,7.9845,?0.0471,?0.5975%
2011/4/20,7.8829,7.6066,7.8489,7.912,-0.0268,-0.34%
2011/4/19,7.9097,7.6313,7.8744,7.9377,?0.0500,?0.6362%
2011/4/18,7.8597,7.6134,7.856,7.9191,?0.0518,?0.6634%
2011/4/15,7.8079,7.5838,7.8254,7.8883,?0.0006,?0.0077%
2011/4/14,7.8073,7.5833,7.8248,7.8877,?0.0355,?0.4568%
2011/4/13,7.7718,7.5038,7.7428,7.805,?0.0123,?0.1585%
2011/4/12,7.7595,7.4838,7.7222,7.7842,?0.0666,?0.8657%
2011/4/11,7.6929,7.4565,7.6941,7.7559,?0.0077,?0.1002%
2011/4/8,7.6852,7.395,7.6306,7.6919,?0.0233,?0.3041%
2011/4/7,7.6619,7.43,7.6667,7.7283,-0.034,-0.44%
2011/4/6,7.6959,7.4274,7.664,7.7255,-0.1573,-2.00%
2011/4/5,7.8532,7.5105,7.7497,7.812,?0.0000,?0.0000%
2011/4/4,7.8532,7.5185,7.758,7.8204,?0.0000,?0.0000%
2011/4/1,7.8532,7.5633,7.8043,7.8669,-0.0351,-0.45%
2011/3/31,7.8883,7.6218,7.8646,7.9277,-0.0654,-0.82%
2011/3/30,7.9537,7.6147,7.8573,7.9204,-0.091,-1.13%
2011/3/29,8.0447,7.7334,7.9798,8.0439,?0.0028,?0.0348%
2011/3/28,8.0419,7.7463,7.9931,8.0573,-0.0549,-0.68%
2011/3/25,8.0968,7.7833,8.0312,8.0957,-0.0091,-0.11%
2011/3/24,8.1059,7.8209,8.0701,8.1349,?0.0125,?0.1544%
2011/3/23,8.0934,7.8339,8.0835,8.1484,-0.0069,-0.09%
2011/3/22,8.1003,7.805,8.0536,8.1183,-0.0074,-0.09%
2011/3/21,8.1077,7.7955,8.0439,8.1085,?0.0105,?0.1297%
2011/3/18,8.0972,7.7781,8.0259,8.0904,-0.1771,-2.14%
2011/3/17,8.2743,8.0476,8.304,8.3707,?0.1725,?2.1292%
2011/3/16,8.1018,7.858,8.1083,8.1734,?0.0780,?0.9721%
2011/3/15,8.0238,7.7908,8.0389,8.1035,?0.0110,?0.1373%
2011/3/14,8.0128,7.7444,7.9911,8.0553,?0.0839,?1.0582%
2011/3/11,7.9289,7.6653,7.9095,7.9731,-0.0079,-0.10%
2011/3/10,7.9368,7.6584,7.9024,7.9658,?0.0034,?0.0429%
2011/3/9,7.9334,7.6608,7.9049,7.9683,-0.0504,-0.63%
2011/3/8,7.9838,7.7038,7.9492,8.0131,?0.0131,?0.1644%
2011/3/7,7.9707,7.7149,7.9607,8.0247,-0.0034,-0.04%
2011/3/4,7.9741,7.6891,7.9341,7.9978,-0.0551,-0.69%
2011/3/3,8.0292,7.7513,7.9982,8.0624,?0.0014,?0.0174%
2011/3/2,8.0278,7.7341,7.9805,8.0446,?0.0056,?0.0698%
2011/3/1,8.0222,7.7185,7.9644,8.0283,-0.0238,-0.30%
2011/2/28,8.046,7.7571,8.0042,8.0685,?0.0205,?0.2554%
2011/2/25,8.0255,7.7387,7.9852,8.0494,?0.0315,?0.3940%
2011/2/24,7.994,7.758,8.0051,8.0694,?0.0519,?0.6535%
2011/2/23,7.9421,7.6692,7.9135,7.977,?0.0072,?0.0907%
2011/2/22,7.9349,7.6612,7.9053,7.9688,?0.0315,?0.3986%
2011/2/21,7.9034,7.6217,7.8645,7.9277,?0.0098,?0.1242%
2011/2/18,7.8936,7.6081,7.8505,7.9135,?0.0251,?0.3190%
2011/2/17,7.8685,7.6099,7.8523,7.9154,?0.0024,?0.0305%
2011/2/16,7.8661,7.6036,7.8458,7.9088,-0.0466,-0.59%
2011/2/15,7.9127,7.6162,7.8589,7.922,-0.012,-0.15%
2011/2/14,7.9247,7.6424,7.8859,7.9492,?0.0049,?0.0619%
2011/2/11,7.9198,7.6207,7.8635,7.9267,-0.0643,-0.81%
2011/2/10,7.9841,7.6916,7.9367,8.0004,-0.0195,-0.24%
2011/2/9,8.0036,7.7159,7.9617,8.0257,-0.0187,-0.23%
2011/2/1,8.0223,7.7588,8.0059,8.0702,?0.0000,?0.0000%
2011/1/31,8.0223,7.7588,8.0059,8.0702,?0.0602,?0.7561%
2011/1/28,7.9621,7.6935,7.9386,8.0024,-0.0618,-0.77%
2011/1/27,8.0239,7.6726,7.917,7.9806,?0.0139,?0.1735%
2011/1/26,8.01,7.7301,7.9764,8.0404,?0.0365,?0.4578%
2011/1/25,7.9735,7.7122,7.9578,8.0218,?0.0065,?0.0816%
2011/1/24,7.967,7.6712,7.9156,7.9791,?0.0246,?0.3097%
2011/1/21,7.9424,7.6688,7.9131,7.9766,-0.0731,-0.91%
2011/1/20,8.0155,7.7346,7.981,8.0451,?0.0459,?0.5759%
2011/1/19,7.9696,7.7308,7.9771,8.0412,?0.0050,?0.0628%
2011/1/18,7.9646,7.7021,7.9475,8.0113,?0.0204,?0.2568%
2011/1/17,7.9442,7.6968,7.942,8.0058,-0.0176,-0.22%
2011/1/14,7.9618,7.6951,7.9403,8.0041,?0.0180,?0.2266%
2011/1/13,7.9438,7.6762,7.9207,7.9844,?0.0048,?0.0605%
2011/1/12,7.939,7.673,7.9174,7.981,-0.0499,-0.62%
2011/1/11,7.9889,7.6895,7.9344,7.9982,-0.0088,-0.11%
2011/1/10,7.9977,7.7023,7.9476,8.0115,?0.0360,?0.4522%
2011/1/7,7.9617,7.6602,7.9042,7.9677,-0.0025,-0.03%
2011/1/6,7.9642,7.6988,7.944,8.0078,-0.121,-1.50%
2011/1/5,8.0852,7.7897,8.0378,8.1024,-0.0125,-0.15%
2011/1/4,8.0977,7.7693,8.0168,8.0812,-0.0283,-0.35%
2010/12/31,8.126,7.8203,8.0694,8.1342,-0.0137,-0.17%
2010/12/30,8.1397,7.8172,8.0663,8.1311,?0.0946,?1.1759%
2010/12/29,8.0451,7.7822,8.0301,8.0946,?0.0325,?0.4056%
2010/12/28,8.0126,7.7577,8.0049,8.0692,?0.0187,?0.2339%
2010/12/27,7.9939,7.7331,7.9794,8.0435,?0.0085,?0.1064%
2010/12/24,7.9854,7.7152,7.961,8.025,?0.0311,?0.3910%
2010/12/23,7.9543,7.7246,7.9706,8.0347,?0.0135,?0.1700%
2010/12/22,7.9408,7.6697,7.9141,7.9776,-0.0106,-0.13%
2010/12/21,7.9514,7.6774,7.922,7.9856,?0.0300,?0.3787%
2010/12/20,7.9214,7.6876,7.9325,7.9962,-0.0059,-0.07%
2010/12/17,7.9273,7.6506,7.8943,7.9577,?0.0181,?0.2288%
2010/12/16,7.9092,7.6255,7.8684,7.9316,-0.029,-0.37%
2010/12/15,7.9382,7.6473,7.8909,7.9543,-0.0253,-0.32%
2010/12/14,7.9635,7.7112,7.9569,8.0208,?0.0233,?0.2934%
2010/12/13,7.9402,7.6611,7.9051,7.9686,-0.0063,-0.08%
2010/12/10,7.9465,7.6817,7.9264,7.9901,?0.0044,?0.0554%
2010/12/9,7.9421,7.6514,7.8952,7.9586,-0.0287,-0.36%
2010/12/8,7.9708,7.656,7.8999,7.9634,-0.0879,-1.09%
2010/12/7,8.0587,7.7596,8.0068,8.0711,?0.0308,?0.3837%
2010/12/6,8.0279,7.7609,8.0081,8.0724,?0.0736,?0.9253%
2010/12/3,7.9543,7.6896,7.9345,7.9983,?0.0295,?0.3722%
2010/12/2,7.9248,7.6501,7.8938,7.9572,-0.0616,-0.77%
2010/12/1,7.9864,7.6786,7.9232,7.9868,?0.0574,?0.7239%
2010/11/30,7.929,7.6592,7.9032,7.9666,?0.0013,?0.0164%
2010/11/29,7.9277,7.6519,7.8957,7.9591,-0.0204,-0.26%
2010/11/26,7.9481,7.6641,7.9082,7.9717,-0.0266,-0.33%
2010/11/25,7.9747,7.6847,7.9295,7.9932,-0.0153,-0.19%
2010/11/24,7.99,7.7292,7.9754,8.0395,?0.0139,?0.1743%
2010/11/23,7.9761,7.6702,7.9145,7.9781,?0.0277,?0.3485%
2010/11/22,7.9484,7.6785,7.9231,7.9868,?0.0006,?0.0075%
2010/11/19,7.9478,7.6981,7.9434,8.0072,-0.041,-0.51%
2010/11/18,7.9888,7.6993,7.9445,8.0083,?0.0173,?0.2170%
2010/11/17,7.9715,7.6819,7.9266,7.9903,-0.0195,-0.24%
2010/11/16,7.991,7.7002,7.9455,8.0093,-0.0452,-0.56%
2010/11/15,8.0362,7.7346,7.981,8.0451,-0.004,-0.05%
2010/11/12,8.0402,7.8037,8.0523,8.117,-0.014,-0.17%
2010/11/11,8.0542,7.7791,8.0269,8.0914,-0.0777,-0.96%
2010/11/10,8.1319,7.8311,8.0805,8.1455,-0.0666,-0.81%
2010/11/9,8.1985,7.9543,8.2077,8.2736,-0.0153,-0.19%
2010/11/8,8.2138,7.9531,8.2065,8.2724,-0.0122,-0.15%
2010/11/5,8.226,7.9635,8.2172,8.2832,?0.0112,?0.1363%
2010/11/4,8.2148,7.9463,8.1995,8.2653,-0.0717,-0.87%
2010/11/3,8.2865,7.9758,8.2298,8.2959,-0.0143,-0.17%
2010/11/2,8.3008,7.9807,8.235,8.3011,?0.0013,?0.0157%
2010/11/1,8.2995,8.0371,8.2932,8.3598,?0.0347,?0.4199%
2010/10/29,8.2648,7.9721,8.2261,8.2922,?0.0547,?0.6663%
2010/10/28,8.2101,7.9402,8.1932,8.259,-0.001,-0.01%
2010/10/27,8.2111,7.9027,8.1545,8.22,-0.0582,-0.70%
2010/10/26,8.2693,7.9315,8.1842,8.25,?0.0479,?0.5826%
2010/10/25,8.2214,7.973,8.227,8.2931,?0.0029,?0.0353%
2010/10/22,8.2185,7.9063,8.1582,8.2237,-0.0058,-0.07%
2010/10/21,8.2243,7.9258,8.1783,8.244,?0.0221,?0.2694%
2010/10/20,8.2022,7.9025,8.1542,8.2197,?0.0065,?0.0793%
2010/10/19,8.1957,7.8783,8.1292,8.1945,?0.0156,?0.1907%
2010/10/18,8.1801,7.8989,8.1505,8.216,?0.0270,?0.3312%
2010/10/15,8.1531,7.867,8.1176,8.1828,-0.008,-0.10%
2010/10/14,8.1611,7.9233,8.1757,8.2414,?0.0134,?0.1645%
2010/10/13,8.1477,7.8608,8.1113,8.1764,?0.0237,?0.2917%
2010/10/12,8.124,7.8459,8.0959,8.1609,-0.0036,-0.04%
2010/10/11,8.1276,7.8465,8.0965,8.1615,?0.0236,?0.2912%
2010/10/8,8.104,7.8588,8.1091,8.1743,?0.1041,?1.3013%
2010/9/30,7.9999,7.8349,8.0845,8.1494,?0.0299,?0.3752%
2010/9/29,7.97,7.7127,7.9584,8.0223,?0.0176,?0.2213%
2010/9/28,7.9524,7.6672,7.9115,7.975,-0.0066,-0.08%
2010/9/27,7.959,7.6679,7.9122,7.9757,?0.1386,?1.7723%
2010/9/21,7.8204,7.563,7.8039,7.8666,-0.0072,-0.09%
2010/9/20,7.8276,7.5627,7.8036,7.8663,-0.0072,-0.09%
2010/9/17,7.8348,7.5645,7.8055,7.8682,-0.0148,-0.19%
2010/9/16,7.8496,7.5855,7.8272,7.89,-0.2445,-3.02%
2010/9/15,8.0941,7.6219,7.8648,7.9279,?0.0108,?0.1336%
2010/9/14,8.0833,7.8176,8.0666,8.1314,?0.0680,?0.8484%
2010/9/13,8.0153,7.7651,8.0124,8.0768,-0.0272,-0.34%
2010/9/10,8.0425,7.7654,8.0128,8.0771,-0.0334,-0.41%
2010/9/9,8.0759,7.8392,8.0889,8.1539,-0.0213,-0.26%
2010/9/8,8.0972,7.8252,8.0745,8.1393,?0.0427,?0.5301%
2010/9/7,8.0545,7.8173,8.0664,8.1312,?0.0211,?0.2627%
2010/9/6,8.0334,7.7889,8.037,8.1016,-0.025,-0.31%
2010/9/3,8.0584,7.7776,8.0253,8.0898,-0.0012,-0.01%
2010/9/2,8.0596,7.812,8.0609,8.1256,-0.0251,-0.31%
2010/9/1,8.0847,7.8177,8.0668,8.1316,?0.0302,?0.3749%
2010/8/31,8.0545,7.7907,8.0389,8.1034,?0.1183,?1.4906%
2010/8/30,7.9362,7.7427,7.9894,8.0535,-0.1227,-1.52%
2010/8/27,8.0589,7.6867,7.9316,7.9953,?0.0234,?0.2912%
2010/8/26,8.0355,7.7625,8.0098,8.0742,-0.0251,-0.31%
2010/8/25,8.0606,7.769,8.0165,8.0809,?0.0725,?0.9076%
2010/8/24,7.9881,7.7753,8.023,8.0874,?0.0431,?0.5425%
2010/8/23,7.945,7.6897,7.9346,7.9984,-0.0095,-0.12%
2010/8/20,7.9545,7.6428,7.8862,7.9496,?0.0253,?0.3191%
2010/8/19,7.9292,7.6611,7.9051,7.9686,-0.0127,-0.16%
2010/8/18,7.9419,7.6813,7.926,7.9896,-0.0317,-0.40%
2010/8/17,7.9736,7.6871,7.932,7.9957,?0.0458,?0.5777%
2010/8/16,7.9278,7.6643,7.9085,7.972,?0.0214,?0.2707%
2010/8/13,7.9064,7.6611,7.9052,7.9687,-0.0808,-1.01%
2010/8/12,7.9872,7.6702,7.9146,7.9781,?0.0490,?0.6173%
2010/8/11,7.9382,7.6792,7.9238,7.9874,?0.0650,?0.8256%
2010/8/10,7.8732,7.6212,7.864,7.9271,-0.0501,-0.63%
2010/8/9,7.9233,7.6289,7.8719,7.9351,?0.0372,?0.4717%
2010/8/6,7.8861,7.6493,7.893,7.9564,?0.0345,?0.4394%
2010/8/5,7.8516,7.5742,7.8155,7.8783,-0.0553,-0.70%
2010/8/4,7.9069,7.6484,7.892,7.9554,?0.0823,?1.0518%
2010/8/3,7.8246,7.5993,7.8413,7.9043,?0.0085,?0.1087%
2010/8/2,7.8161,7.5401,7.7803,7.8428,-0.0095,-0.12%
2010/7/30,7.8256,7.5654,7.8065,7.8692,?0.0665,?0.8571%
2010/7/29,7.7591,7.5023,7.7413,7.8035,?0.0312,?0.4037%
2010/7/28,7.7279,7.4353,7.6722,7.7338,-0.0635,-0.82%
2010/7/27,7.7914,7.4901,7.7287,7.7908,?0.0564,?0.7292%
2010/7/26,7.735,7.5039,7.743,7.8052,-0.0511,-0.66%
2010/7/23,7.7861,7.487,7.7255,7.7876,-0.0358,-0.46%
2010/7/22,7.8219,7.5444,7.7847,7.8473,?0.0536,?0.6900%
2010/7/21,7.7683,7.5157,7.7551,7.8174,-0.0334,-0.43%
2010/7/20,7.8017,7.5313,7.7713,7.8337,-0.026,-0.33%
2010/7/19,7.8277,7.5011,7.7401,7.8022,?0.0819,?1.0573%
2010/7/16,7.7458,7.5129,7.7522,7.8145,?0.0676,?0.8804%
2010/7/15,7.6782,7.4377,7.6746,7.7363,?0.0623,?0.8180%
2010/7/14,7.6159,7.3609,7.5954,7.6564,-0.0225,-0.29%
2010/7/13,7.6384,7.3871,7.6225,7.6837,?0.0284,?0.3732%
2010/7/12,7.61,7.3638,7.5984,7.6594,-0.0418,-0.55%
2010/7/9,7.6518,7.3831,7.6183,7.6795,-0.0482,-0.63%
2010/7/8,7.7,7.4195,7.6558,7.7173,-0.0367,-0.47%
2010/7/7,7.7367,7.5121,7.7514,7.8136,-0.0165,-0.21%
2010/7/6,7.7532,7.4381,7.675,7.7367,?0.0493,?0.6399%
2010/7/5,7.7039,7.4491,7.6864,7.7481,-0.013,-0.17%
2010/7/2,7.7169,7.4494,7.6867,7.7484,?0.0389,?0.5066%
2010/7/1,7.678,7.408,7.644,7.7054,?0.0094,?0.1226%
2010/6/30,7.6686,7.3852,7.6204,7.6816,?0.0738,?0.9717%
2010/6/29,7.5948,7.3937,7.6292,7.6905,-0.0038,-0.05%
2010/6/28,7.5986,7.3461,7.5802,7.641,?0.0289,?0.3818%
2010/6/25,7.5697,7.3455,7.5795,7.6404,-0.0045,-0.06%
2010/6/24,7.5742,7.329,7.5625,7.6232,?0.0499,?0.6632%
2010/6/23,7.5243,7.2735,7.5053,7.5655,?0.0503,?0.6730%
2010/6/22,7.474,7.2549,7.4861,7.5462,-0.076,-1.01%
2010/6/21,7.55,7.1829,7.4117,7.4712,?0.0349,?0.4644%
2010/6/18,7.5151,7.2612,7.4925,7.5527,?0.0458,?0.6132%
2010/6/17,7.4693,7.2164,7.4463,7.5061,?0.0149,?0.1999%
2010/6/16,7.4544,7.2067,7.4363,7.496,?0.0000,?0.0000%
2010/6/11,7.4544,7.1901,7.4192,7.4787,-0.0309,-0.41%
2010/6/10,7.4853,7.2276,7.4579,7.5178,?0.0073,?0.0976%
2010/6/9,7.478,7.2149,7.4448,7.5046,?0.0283,?0.3799%
2010/6/8,7.4497,7.2136,7.4434,7.5032,-0.0465,-0.62%
2010/6/7,7.4962,7.1916,7.4207,7.4803,?0.1340,?1.8201%
2010/6/4,7.3622,7.1004,7.3266,7.3855,-0.0539,-0.73%
2010/6/3,7.4161,7.1151,7.3418,7.4007,-0.0667,-0.89%
2010/6/2,7.4828,7.192,7.4211,7.4807,-0.02,-0.27%
2010/6/1,7.5028,7.257,7.4882,7.5484,?0.0295,?0.3947%
2010/5/31,7.4733,7.2079,7.4375,7.4973,-0.0171,-0.23%
2010/5/28,7.4904,7.234,7.4645,7.5244,-0.0909,-1.20%
2010/5/27,7.5813,7.2928,7.5251,7.5856,?0.0110,?0.1453%
2010/5/26,7.5703,7.3052,7.5379,7.5985,-0.0116,-0.15%
2010/5/25,7.5819,7.3413,7.5752,7.6361,-0.0116,-0.15%
2010/5/24,7.5935,7.2982,7.5307,7.5912,-0.0024,-0.03%
2010/5/21,7.5959,7.3157,7.5487,7.6094,?0.1587,?2.1339%
2010/5/20,7.4372,7.2174,7.4474,7.5072,-0.0098,-0.13%
2010/5/19,7.447,7.1983,7.4276,7.4873,?0.0670,?0.9079%
2010/5/18,7.38,7.1103,7.3368,7.3957,-0.0231,-0.31%
2010/5/17,7.4031,7.1368,7.3642,7.4233,?0.0409,?0.5555%
2010/5/14,7.3622,7.1662,7.3944,7.4538,?0.0322,?0.4393%
2010/5/13,7.33,7.0785,7.304,7.3627,-0.0264,-0.36%
2010/5/12,7.3564,7.0967,7.3228,7.3816,?0.0080,?0.1089%
2010/5/11,7.3484,7.1302,7.3574,7.4165,-0.0436,-0.59%
2010/5/10,7.392,7.0803,7.3059,7.3645,-0.0746,-1.00%
2010/5/7,7.4666,7.1544,7.3823,7.4416,?0.1787,?2.4520%
2010/5/6,7.2879,7.0295,7.2534,7.3117,?0.0867,?1.2040%
2010/5/5,7.2012,6.9556,7.1772,7.2349,?0.0090,?0.1251%
2010/5/4,7.1922,6.9654,7.1873,7.245,-0.0718,-0.99%
2010/4/30,7.264,6.9763,7.1985,7.2563,-0.0048,-0.07%
2010/4/29,7.2688,7.0074,7.2306,7.2887,-0.0675,-0.92%
2010/4/28,7.3363,7.0112,7.2346,7.2927,?0.0624,?0.8579%
2010/4/27,7.2739,7.0279,7.2518,7.31,?0.0246,?0.3393%
2010/4/26,7.2493,7.0043,7.2274,7.2855,-0.056,-0.77%
2010/4/23,7.3053,7.0563,7.2811,7.3396,-0.0431,-0.59%
2010/4/22,7.3484,7.1038,7.3301,7.3889,?0.0094,?0.1281%
2010/4/21,7.339,7.056,7.2808,7.3392,-0.0316,-0.43%
2010/4/20,7.3706,7.0997,7.3258,7.3847,-0.0351,-0.47%
